case_id,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,budget_index,budget_fraction,row_budget,method,method_label,selected_rows,row_match,importance_retention,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,selector_median_ms,selector_p95_ms,read_wall_median_ms,read_wall_p95_ms,actual_total_ms,direct_rate,deterministic,fallback_used,error
qwen05-000070,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,paper,Paper,448,True,0.6155772663115515,0.24286878108978271,0.359371542930603,0.029527604579925537,0.942152202129364,4,0.281336,0.3035444,0.466312,0.5366263,0.747648,1.0,True,False,
qwen05-000071,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,tile8_ceil,Cell-8,448,True,0.6008071567013205,0.2846079170703888,0.37830817699432373,0.03748959302902222,0.8763248324394226,3,0.077215,0.0838156,0.509072,0.5201447,0.586287,1.0,True,False,
qwen05-000072,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k1,Wave K=1,448,True,0.5843796277572045,0.32138219475746155,0.4689590334892273,0.052757203578948975,0.9236738085746765,1,0.164648,0.20253709999999997,0.562362,0.6127746000000001,0.72701,1.0,True,False,
qwen05-000073,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k6,Wave K=6,448,True,0.6212889883237088,0.2742021083831787,0.36094146966934204,0.034726738929748535,0.8819718956947327,6,0.137036,0.1518788,0.470741,0.4714349,0.607777,1.0,True,False,
qwen05-000074,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.6422941959333947,0.23104725778102875,0.3431561291217804,0.026731491088867188,0.9480800032615662,12,0.194994,0.20410199999999998,0.672057,0.6844734,0.867051,1.0,True,False,
qwen05-000075,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.6582353872335531,0.21203196048736572,0.3161158859729767,0.02230936288833618,0.948767900466919,18,0.2671,0.2797234,0.792632,0.8043635,1.059732,1.0,True,False,
qwen05-000076,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.6594840819343991,0.21866492927074432,0.3240322470664978,0.023919522762298584,0.952684223651886,24,0.306794,0.3141605,0.805367,0.8203529,1.112161,1.0,True,False,
qwen05-000077,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,paper,Paper,672,True,0.8317782657698425,0.15679672360420227,0.22183014452457428,0.01226186752319336,0.973186194896698,5,0.269524,0.2944378,0.688117,0.7706938,0.957641,1.0,True,False,
qwen05-000078,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.8265722381237901,0.15446218848228455,0.22358457744121552,0.011783897876739502,0.9674919843673706,2,0.102471,0.1044456,0.5563,0.5799601,0.658771,1.0,True,False,
qwen05-000079,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7598586438140709,0.2640354037284851,0.3818713426589966,0.03541886806488037,0.9531117081642151,1,0.118171,0.1221112,0.819903,1.1060174999999999,0.9380740000000001,1.0,True,False,
qwen05-000080,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.8283675741029765,0.15968601405620575,0.22870859503746033,0.012423694133758545,0.959174633026123,6,0.119464,0.124621,0.596666,0.6059531,0.71613,1.0,True,False,
qwen05-000081,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.851970118804674,0.1411733627319336,0.20709355175495148,0.009907245635986328,0.9754731059074402,12,0.124854,0.1337532,0.690702,0.7988145,0.8155560000000001,1.0,True,False,
qwen05-000082,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.8547063031536288,0.13238540291786194,0.19126076996326447,0.008758544921875,0.9819965958595276,18,0.328955,0.3324452,0.825714,0.8259939,1.154669,1.0,True,False,
qwen05-000083,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.self_attn.o_proj,0,o,896x896,896,896,1.75,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.854933930761191,0.13728393614292145,0.2040567398071289,0.009312868118286133,0.9731428027153015,24,0.143428,0.1501996,0.85546,0.9433558,0.998888,1.0,True,False,
qwen05-000084,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,paper,Paper,224,True,0.3039689428468723,0.5403081178665161,0.5688142776489258,0.15578782558441162,0.7761897444725037,12,0.319668,0.329559,1.016851,1.054984,1.336519,1.0,True,False,
qwen05-000085,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,tile8_ceil,Cell-8,224,True,0.2943528235882059,0.5593134760856628,0.5856859683990479,0.16840845346450806,0.7654399871826172,7,0.077375,0.096581,0.887019,0.8901843,0.964394,1.0,True,False,
qwen05-000086,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k1,Wave K=1,224,True,0.2769213764045296,0.6519636511802673,0.687789261341095,0.23683089017868042,0.6766617298126221,1,0.122008,0.1248844,0.81836,0.837557,0.940368,1.0,True,False,
qwen05-000087,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k6,Wave K=6,224,True,0.29365329866395123,0.5605036616325378,0.5865523219108582,0.16796529293060303,0.7517471313476562,6,0.161942,0.16460239999999998,0.882391,0.9007222,1.044333,1.0,True,False,
qwen05-000088,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k12,Wave K=12,224,True,0.3036407861232291,0.5536432266235352,0.5794501304626465,0.16319483518600464,0.7545637488365173,12,0.271387,0.28740160000000003,0.878463,0.8876151,1.14985,1.0,True,False,
qwen05-000089,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k18,Wave K=18,224,True,0.31270580248722757,0.5470656752586365,0.5771932005882263,0.15975654125213623,0.7675122618675232,18,0.373399,0.3847777,0.93548,0.9407719999999999,1.308879,1.0,True,False,
qwen05-000090,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k24,Wave K=24,224,True,0.3165422301380638,0.5324547290802002,0.5626339316368103,0.15096735954284668,0.7829691767692566,24,0.754231,0.7811104,0.993007,1.0012033,1.7472379999999998,1.0,True,False,
qwen05-000091,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,paper,Paper,448,True,0.5530085834275844,0.4055624008178711,0.43068134784698486,0.08524829149246216,0.8793745040893555,22,0.322613,0.4463162,1.878874,2.1545368000000003,2.2014869999999997,1.0,True,False,
qwen05-000092,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,tile8_ceil,Cell-8,448,True,0.5447483025404591,0.4219629168510437,0.44775983691215515,0.09234851598739624,0.8642500638961792,14,0.076373,0.08863639999999999,1.380211,1.4250616,1.456584,1.0,True,False,
qwen05-000093,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k1,Wave K=1,448,True,0.5252242299902681,0.46211984753608704,0.49045059084892273,0.111255943775177,0.8302574753761292,1,0.116869,0.1220359,1.742429,1.8384581,1.859298,1.0,True,False,
qwen05-000094,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k6,Wave K=6,448,True,0.5394232708207299,0.4244122803211212,0.4492490589618683,0.0939246416091919,0.8729352951049805,6,0.157104,0.1720629,1.512588,1.5309741000000001,1.669692,1.0,True,False,
qwen05-000095,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.5462657142606642,0.4214165210723877,0.4475964307785034,0.09216982126235962,0.8660300970077515,12,0.212557,0.2310781,1.504243,1.5171373,1.7168,1.0,True,False,
qwen05-000096,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.5525341965608674,0.4083179831504822,0.43379607796669006,0.08641350269317627,0.8766556978225708,18,0.49197,0.5435733,1.435785,1.4861715,1.927755,1.0,True,False,
qwen05-000097,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.5558379957890729,0.4038141369819641,0.42902594804763794,0.08450084924697876,0.880795419216156,24,0.840161,0.9316919,1.458217,1.5884209,2.298378,1.0,True,False,
qwen05-000098,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,paper,Paper,672,True,0.7841442687177714,0.2732470631599426,0.29219791293144226,0.03784221410751343,0.9418725371360779,26,0.295112,0.3177353,1.976256,1.9783845,2.271368,1.0,True,False,
qwen05-000099,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.7823096597064876,0.27479270100593567,0.2936932444572449,0.038256704807281494,0.9402678608894348,16,0.087925,0.11255889999999999,2.130164,2.1420575,2.218089,1.0,True,False,
qwen05-000100,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7616160591383506,0.3121977150440216,0.33185896277427673,0.049372196197509766,0.9165558815002441,1,0.116287,0.1278835,2.405438,2.4160598,2.521725,1.0,True,False,
qwen05-000101,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.7716436268081498,0.29903507232666016,0.3190515637397766,0.04536151885986328,0.9271359443664551,6,0.125444,0.1297091,2.22429,2.3057391000000003,2.3497339999999998,1.0,True,False,
qwen05-000102,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.7794583284798703,0.27923384308815,0.30023133754730225,0.03954887390136719,0.939529538154602,12,0.136215,0.1513629,2.178004,2.245612,2.314219,1.0,True,False,
qwen05-000103,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.7851212238492282,0.2716882824897766,0.29032763838768005,0.03741276264190674,0.9428715109825134,18,0.319217,0.3536429,2.022573,2.0972055,2.34179,1.0,True,False,
qwen05-000104,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.gate_proj,0,gate,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.7865356169033277,0.26839736104011536,0.2881082594394684,0.03651553392410278,0.945061981678009,24,0.158907,0.1699077,1.880157,1.9460874000000001,2.039064,1.0,True,False,
qwen05-000105,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,paper,Paper,224,True,0.3039689428468723,0.7809337377548218,0.8282977342605591,0.37469303607940674,0.6547384858131409,12,0.293298,0.30108929999999995,0.944517,0.9628122,1.237815,1.0,True,False,
qwen05-000106,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,tile8_ceil,Cell-8,224,True,0.2943528235882059,0.7881335616111755,0.8344576358795166,0.3839977979660034,0.6407632231712341,7,0.076483,0.0855721,0.883643,0.8958785,0.9601259999999999,1.0,True,False,
qwen05-000107,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k1,Wave K=1,224,True,0.2769213764045296,0.8217748999595642,0.8598465323448181,0.43011993169784546,0.5786653757095337,1,0.11779,0.1263562,0.870438,0.8935032,0.9882280000000001,1.0,True,False,
qwen05-000108,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k6,Wave K=6,224,True,0.29365329866395123,0.7861735820770264,0.8316982984542847,0.38181257247924805,0.633167028427124,6,0.142076,0.1534466,0.863055,0.8938917,1.005131,1.0,True,False,
qwen05-000109,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k12,Wave K=12,224,True,0.3036407861232291,0.7819464206695557,0.829014241695404,0.37639498710632324,0.641586184501648,12,0.274674,0.3053766,0.913428,0.922536,1.188102,1.0,True,False,
qwen05-000110,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k18,Wave K=18,224,True,0.31270580248722757,0.7763344049453735,0.8244488835334778,0.3689333200454712,0.6617302894592285,18,0.357699,0.3899433,0.974553,1.0128021,1.332252,1.0,True,False,
qwen05-000111,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,0,0.25,224,wave_k24,Wave K=24,224,True,0.3165422301380638,0.7702528238296509,0.8174639940261841,0.36168545484542847,0.6654232144355774,24,0.484627,0.49415709999999996,1.020118,1.0272325,1.504745,1.0,True,False,
qwen05-000112,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,paper,Paper,448,True,0.5530085834275844,0.6264632940292358,0.670925498008728,0.219926655292511,0.8112264275550842,22,0.342842,0.3562763,1.632083,1.637222,1.9749249999999998,1.0,True,False,
qwen05-000113,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,tile8_ceil,Cell-8,448,True,0.5447483025404591,0.6378463506698608,0.6847888231277466,0.2291821837425232,0.8025679588317871,14,0.076383,0.08535419999999999,1.437057,1.5147837,1.5134400000000001,1.0,True,False,
qwen05-000114,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k1,Wave K=1,448,True,0.5252242299902681,0.6553232669830322,0.7021386623382568,0.2443171739578247,0.7781578898429871,1,0.145192,0.1485553,1.719286,1.7640007,1.864478,1.0,True,False,
qwen05-000115,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k6,Wave K=6,448,True,0.5394232708207299,0.6405391097068787,0.6867851614952087,0.23144173622131348,0.799735963344574,6,0.172713,0.1753194,1.498883,1.5015433999999999,1.671596,1.0,True,False,
qwen05-000116,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k12,Wave K=12,448,True,0.5462657142606642,0.6333339214324951,0.6801013350486755,0.2256377935409546,0.801720142364502,12,0.224891,0.2278295,1.555379,1.6012835,1.78027,1.0,True,False,
qwen05-000117,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k18,Wave K=18,448,True,0.5525341965608674,0.6264519691467285,0.670536458492279,0.2200450301170349,0.8077367544174194,18,0.527526,0.5565789000000001,1.424134,1.4939514999999999,1.95166,1.0,True,False,
qwen05-000118,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,1,0.5,448,wave_k24,Wave K=24,448,True,0.5558379957890729,0.6229485869407654,0.6683216691017151,0.2172337770462036,0.8108357191085815,24,0.694459,0.7443856,1.585265,1.6714391,2.279724,1.0,True,False,
qwen05-000119,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,paper,Paper,672,True,0.7841442687177714,0.43459269404411316,0.4679476022720337,0.099204421043396,0.9182146191596985,26,0.386703,0.4408038,1.999129,2.0175682000000004,2.3858319999999997,1.0,True,False,
qwen05-000120,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,tile8_ceil,Cell-8,672,True,0.7823096597064876,0.43670573830604553,0.47113192081451416,0.10020679235458374,0.9182170629501343,16,0.088896,0.0948468,2.152856,2.2044601999999998,2.241752,1.0,True,False,
qwen05-000121,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k1,Wave K=1,672,True,0.7616160591383506,0.4719597399234772,0.5094597935676575,0.11824238300323486,0.8973240256309509,1,0.120736,0.1341442,2.35219,2.3524141,2.4729259999999997,1.0,True,False,
qwen05-000122,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k6,Wave K=6,672,True,0.7716436268081498,0.45302942395210266,0.4892881512641907,0.10834372043609619,0.9085791110992432,6,0.136155,0.18163559999999998,2.265888,2.3092499999999996,2.402043,1.0,True,False,
qwen05-000123,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k12,Wave K=12,672,True,0.7794583284798703,0.44020265340805054,0.4762265980243683,0.10190784931182861,0.9167416095733643,12,0.150131,0.1517447,2.054683,2.1021921999999997,2.204814,1.0,True,False,
qwen05-000124,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k18,Wave K=18,672,True,0.7851212238492282,0.43281617760658264,0.46625298261642456,0.09836006164550781,0.9185011982917786,18,0.327332,0.3483506,2.085741,2.1326472,2.4130730000000002,1.0,True,False,
qwen05-000125,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.up_proj,0,up,896x4864,896,4864,9.5,table2,2,0.75,672,wave_k24,Wave K=24,672,True,0.7865356169033277,0.4304000735282898,0.4641905128955841,0.09724044799804688,0.9175552129745483,24,0.157965,0.1658373,1.848336,1.8597426000000001,2.006301,1.0,True,False,
qwen05-000126,qwen05,Qwen2.5-0.5B-Instruct,cal_short_factual,calibration,short,41,model.layers.0.mlp.down_proj,0,down,4864x896,4864,896,1.75,table2,0,0.25,1216,paper,Paper,1212,False,0.2752397239916976,0.7300698161125183,0.7523860931396484,0.27528315782546997,0.48343613743782043,10,0.27792,0.2813463,1.025258,1.0608647,1.303178,1.0,True,False,
